Date,Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh
2025-04-03,15.9,4,17.2,1,7.4
2025-04-04,17.7,4,22.1,1,7.1
2025-04-05,14.3,4,21.7,1,6.0
2025-04-06,14.3,4,14.9,1,7.0
2025-04-07,13.2,4,18.9,1,6.4
2025-04-01,14.3,3,19.7,1,6.5
2025-04-02,9.3,3,19.9,1,3.7
2025-04-03,10.8,3,12.4,1,4.4
2025-04-04,10.6,3,19.3,1,4.5
2025-04-05,10.6,3,23.9,1,4.6
2025-04-06,11.4,3,19.0,1,4.8
2025-04-07,12.5,3,17.9,1,6.0
2025-04-01,11.7,3,13.4,1,5.4
2025-04-02,9.7,3,22.2,1,4.4
2025-04-03,13.0,3,20.4,1,5.9
2025-04-04,12.8,3,19.0,1,5.4
2025-04-05,14.0,3,20.8,1,6.2
2025-04-06,11.6,3,21.3,1,5.5
2025-04-07,9.9,3,14.1,1,4.0
2025-04-01,20.0,5,19.9,1,8.6
2025-04-02,18.7,5,17.8,1,8.7
2025-04-03,20.0,5,22.4,1,10.0
2025-04-04,19.8,5,16.6,1,8.3
2025-04-05,18.8,5,18.8,1,8.5
2025-04-06,19.2,5,17.8,1,8.1
2025-04-07,14.9,5,13.0,1,6.2
2025-04-01,3.2,1,19.7,0,1.0
2025-04-02,3.1,1,16.1,0,1.0
2025-04-03,4.7,1,15.9,0,1.4
2025-04-04,3.5,1,16.1,0,1.3
2025-04-05,1.2,1,15.4,0,0.5
2025-04-06,0.7,1,20.8,0,0.2
2025-04-07,2.9,1,21.3,0,1.1
2025-04-01,4.8,1,14.5,0,1.6
2025-04-02,0.7,1,18.1,0,0.3
2025-04-03,1.6,1,16.5,0,0.5
2025-04-04,2.6,1,15.8,0,0.9
2025-04-05,1.6,1,19.7,0,0.5
2025-04-06,2.3,1,13.6,0,0.9
2025-04-07,1.5,1,20.0,0,0.6
2025-04-01,20.0,6,18.3,1,8.3
2025-04-02,20.0,6,15.9,1,9.4
2025-04-03,20.0,6,17.9,1,9.1
2025-04-04,20.0,6,17.0,1,9.9
2025-04-05,20.0,6,19.0,1,8.7
2025-04-06,19.7,6,20.8,1,8.2
2025-04-07,20.0,6,17.2,1,9.3
2025-04-01,20.0,6,16.4,1,8.4
2025-04-02,20.0,6,18.5,1,9.4
2025-04-03,20.0,6,17.2,1,8.4
2025-04-04,20.0,6,14.6,1,9.2
2025-04-05,20.0,6,18.4,1,8.9
2025-04-06,20.0,6,19.4,1,9.1
2025-04-07,20.0,6,20.7,1,8.7
2025-04-01,10.4,2,14.8,1,4.5
2025-04-02,4.1,2,15.1,1,1.8
2025-04-03,10.4,2,18.8,1,4.7
2025-04-04,5.5,2,17.2,1,2.5
2025-04-05,9.9,2,16.2,1,4.5
2025-04-06,7.6,2,18.2,1,3.7
2025-04-07,5.3,2,13.9,1,2.2
2025-04-01,13.8,5,17.8,0,4.5
2025-04-02,11.0,5,18.5,0,3.6
2025-04-03,10.1,5,19.6,0,3.8
2025-04-04,12.3,5,16.3,0,4.5
2025-04-05,14.4,5,14.7,0,4.3
2025-04-06,13.1,5,21.1,0,4.2
2025-04-07,12.7,5,22.3,0,4.6
2025-04-01,12.1,4,16.3,0,4.7
2025-04-02,9.3,4,15.3,0,3.5
2025-04-03,9.1,4,16.6,0,3.3
2025-04-04,10.5,4,17.9,0,3.3
2025-04-05,10.1,4,20.7,0,3.1
2025-04-06,10.6,4,18.5,0,3.5
2025-04-07,10.4,4,15.9,0,3.2
2025-04-01,10.5,5,17.6,0,3.6
2025-04-02,9.0,5,19.3,0,3.0
2025-04-03,11.5,5,14.9,0,4.0
2025-04-04,15.3,5,17.7,0,5.9
2025-04-05,12.4,5,13.9,0,4.4
2025-04-06,9.0,5,17.1,0,2.8
2025-04-07,14.3,5,15.9,0,4.3
2025-04-01,6.0,2,22.1,0,1.8
2025-04-02,1.5,2,16.6,0,0.5
2025-04-03,4.5,2,17.8,0,1.4
2025-04-04,1.7,2,17.8,0,0.6
2025-04-05,4.3,2,20.3,0,1.6
2025-04-06,4.6,2,19.9,0,1.8
2025-04-07,4.2,2,19.5,0,1.4
2025-04-01,20.0,6,20.3,1,9.6
2025-04-02,20.0,6,17.3,1,8.0
2025-04-03,20.0,6,19.5,1,9.7
2025-04-04,20.0,6,14.9,1,9.3
2025-04-05,20.0,6,20.4,1,8.3
2025-04-06,20.0,6,13.5,1,8.2
2025-04-07,20.0,6,17.4,1,8.7
2025-04-01,18.6,5,22.9,1,7.5
2025-04-02,18.4,5,15.6,1,8.9
2025-04-03,18.3,5,16.1,1,8.4
2025-04-04,17.8,5,15.9,1,8.2
2025-04-05,19.3,5,16.9,1,8.5
2025-04-06,18.6,5,17.4,1,8.0
2025-04-07,20.0,5,22.0,1,9.6
2025-04-01,19.9,5,16.2,1,9.3
2025-04-02,16.8,5,17.9,1,7.7
2025-04-03,15.3,5,16.5,1,6.9
2025-04-04,16.5,5,18.0,1,7.2
2025-04-05,17.7,5,15.9,1,8.6
2025-04-06,16.0,5,15.1,1,7.1
2025-04-07,15.9,5,18.9,1,7.7
2025-04-01,20.0,6,15.1,1,9.8
2025-04-02,20.0,6,18.9,1,9.7
2025-04-03,20.0,6,20.5,1,9.6
2025-04-04,20.0,6,18.0,1,9.8
2025-04-05,20.0,6,13.8,1,8.8
2025-04-06,20.0,6,19.8,1,9.4
2025-04-07,20.0,6,16.4,1,9.9
2025-04-01,6.5,2,21.0,0,2.0
2025-04-02,4.8,2,19.0,0,1.8
2025-04-03,5.3,2,18.2,0,1.7
2025-04-04,5.4,2,17.4,0,2.1
2025-04-05,3.0,2,20.1,0,0.9
2025-04-06,5.2,2,12.4,0,1.7
2025-04-07,7.6,2,16.3,0,2.5
2025-04-01,14.2,6,12.8,0,4.9
2025-04-02,11.3,6,14.9,0,4.2
2025-04-03,14.6,6,16.9,0,4.6
2025-04-04,14.1,6,23.9,0,5.2
2025-04-05,16.2,6,20.4,0,5.9
2025-04-06,16.7,6,17.7,0,6.4
2025-04-07,14.1,6,18.0,0,5.6
2025-04-01,2.3,1,14.9,0,0.8
2025-04-02,2.6,1,20.4,0,1.0
2025-04-03,2.8,1,23.4,0,0.9
2025-04-04,0.5,1,14.3,0,0.2
2025-04-05,2.4,1,20.4,0,0.8
2025-04-06,1.4,1,16.1,0,0.5
2025-04-07,1.4,1,14.5,0,0.5
2025-04-01,14.0,4,17.5,1,6.2
2025-04-02,13.9,4,16.1,1,6.6
2025-04-03,14.5,4,18.9,1,7.2
2025-04-04,15.4,4,12.8,1,6.8
2025-04-05,13.3,4,20.0,1,6.0
2025-04-06,11.0,4,19.4,1,4.5
2025-04-07,17.8,4,18.0,1,8.2
2025-04-01,20.0,6,19.9,1,9.0
2025-04-02,20.0,6,18.2,1,8.2
2025-04-03,20.0,6,16.4,1,9.0
2025-04-04,20.0,6,20.1,1,8.5
2025-04-05,20.0,6,17.2,1,9.7
2025-04-06,20.0,6,19.8,1,8.2
2025-04-07,17.5,6,16.7,1,7.7
2025-04-01,8.4,2,16.7,1,4.1
2025-04-02,8.6,2,18.7,1,3.7
2025-04-03,5.0,2,19.8,1,2.1
2025-04-04,7.4,2,17.1,1,3.1
2025-04-05,7.5,2,19.1,1,3.6
2025-04-06,6.0,2,16.4,1,2.9
2025-04-07,8.6,2,21.0,1,3.6
2025-04-01,6.5,3,20.8,0,2.2
2025-04-02,8.4,3,14.8,0,3.1
2025-04-03,6.5,3,18.8,0,2.3
2025-04-04,7.3,3,15.7,0,2.7
2025-04-05,7.2,3,16.9,0,2.3
2025-04-06,6.0,3,18.9,0,2.1
2025-04-07,4.5,3,11.8,0,1.5
2025-04-01,2.6,1,14.4,0,0.8
2025-04-02,1.6,1,17.4,0,0.5
2025-04-03,2.2,1,16.5,0,0.7
2025-04-04,2.1,1,14.4,0,0.8
2025-04-05,3.3,1,19.1,0,1.2
2025-04-06,3.7,1,17.7,0,1.5
2025-04-07,0.5,1,17.8,0,0.2
2025-04-01,11.6,3,20.5,1,5.3
2025-04-02,10.6,3,18.4,1,5.0
2025-04-03,16.3,3,15.8,1,7.7
2025-04-04,11.8,3,14.5,1,5.6
2025-04-05,11.6,3,16.5,1,5.2
2025-04-06,9.7,3,15.2,1,4.0
2025-04-07,11.7,3,16.2,1,5.4
2025-04-01,10.7,6,18.0,0,3.8
2025-04-02,15.7,6,20.6,0,5.0
2025-04-03,14.5,6,15.7,0,5.4
2025-04-04,14.0,6,20.0,0,5.2
2025-04-05,16.2,6,21.5,0,5.5
2025-04-06,14.4,6,16.3,0,4.7
2025-04-07,13.6,6,16.3,0,4.7
2025-04-01,3.1,1,19.5,0,1.2
2025-04-02,3.4,1,20.4,0,1.3
2025-04-03,0.5,1,19.0,0,0.2
2025-04-04,0.5,1,20.9,0,0.2
2025-04-05,4.3,1,17.3,0,1.4
2025-04-06,2.4,1,14.9,0,0.9
2025-04-07,0.9,1,16.4,0,0.3
2025-04-01,14.5,4,18.5,1,7.2
2025-04-02,16.9,4,22.5,1,7.3
2025-04-03,12.8,4,15.8,1,5.2
2025-04-04,13.9,4,15.4,1,6.1
2025-04-05,15.9,4,16.7,1,7.1
2025-04-06,14.4,4,12.6,1,5.9
2025-04-07,15.3,4,15.6,1,6.3
2025-04-01,14.1,6,18.1,0,4.3
2025-04-02,16.6,6,13.2,0,5.8
2025-04-03,15.4,6,19.5,0,5.0
2025-04-04,13.6,6,16.8,0,5.4
2025-04-05,15.2,6,19.0,0,5.0
2025-04-06,16.4,6,15.1,0,5.8
2025-04-07,13.0,6,15.1,0,4.0
2025-04-01,11.5,4,14.1,1,5.0
2025-04-02,15.0,4,19.7,1,6.7
2025-04-03,13.7,4,18.2,1,6.8
2025-04-04,13.4,4,16.1,1,5.7
2025-04-05,14.3,4,20.8,1,6.6
2025-04-06,13.1,4,17.8,1,6.2
2025-04-07,13.6,4,17.2,1,6.5
2025-04-01,11.0,5,14.7,0,4.0
2025-04-02,10.1,5,17.7,0,3.6
2025-04-03,13.2,5,17.0,0,4.5
2025-04-04,11.3,5,20.8,0,3.8
2025-04-05,11.1,5,12.5,0,3.4
2025-04-06,13.8,5,11.8,0,4.3
2025-04-07,13.8,5,21.6,0,4.8
2025-04-01,5.1,3,18.0,0,1.7
2025-04-02,5.4,3,19.8,0,2.0
2025-04-03,11.7,3,18.2,0,3.9
2025-04-04,7.3,3,17.9,0,2.6
2025-04-05,6.6,3,18.6,0,2.0
2025-04-06,7.5,3,15.7,0,2.6
2025-04-07,12.2,3,18.0,0,4.2
2025-04-01,2.2,1,16.7,0,0.8
2025-04-02,0.9,1,16.6,0,0.3
2025-04-03,2.9,1,19.9,0,1.1
2025-04-04,1.8,1,19.2,0,0.6
2025-04-05,4.0,1,16.1,0,1.4
2025-04-06,4.3,1,17.4,0,1.3
2025-04-07,1.8,1,20.3,0,0.5
2025-04-01,16.3,4,19.7,1,7.2
2025-04-02,13.8,4,19.8,1,6.3
2025-04-03,12.7,4,20.2,1,5.2
2025-04-04,16.3,4,16.9,1,8.0
2025-04-05,12.5,4,18.1,1,5.8
2025-04-06,13.6,4,13.1,1,6.5
2025-04-07,12.9,4,15.8,1,5.7
2025-04-01,9.0,2,17.8,1,3.7
2025-04-02,7.3,2,16.6,1,3.4
2025-04-03,6.9,2,16.9,1,2.8
2025-04-04,7.5,2,17.5,1,3.5
2025-04-05,7.2,2,19.4,1,3.2
2025-04-06,7.0,2,19.8,1,3.3
2025-04-07,6.5,2,16.9,1,3.0
2025-04-01,12.7,4,19.2,1,5.5
2025-04-02,12.5,4,16.0,1,5.4
2025-04-03,17.6,4,20.0,1,7.8
2025-04-04,15.4,4,19.0,1,6.3
2025-04-05,16.5,4,21.0,1,7.3
2025-04-06,13.5,4,17.3,1,6.6
2025-04-07,12.7,4,16.5,1,6.0
2025-04-01,9.8,2,18.7,1,4.3
2025-04-02,7.4,2,16.9,1,3.2
2025-04-03,9.9,2,19.7,1,4.0
2025-04-04,7.4,2,17.0,1,3.2
2025-04-05,7.6,2,17.5,1,3.7
2025-04-06,5.6,2,22.8,1,2.8
2025-04-07,7.3,2,19.4,1,3.6
2025-04-01,14.9,6,17.1,0,5.6
2025-04-02,16.1,6,17.4,0,6.2
2025-04-03,13.8,6,19.3,0,5.1
2025-04-04,15.5,6,12.5,0,5.0
2025-04-05,17.5,6,18.9,0,6.8
2025-04-06,15.6,6,16.4,0,5.0
2025-04-07,15.8,6,17.1,0,5.6
2025-04-01,0.5,1,21.5,0,0.2
2025-04-02,0.8,1,13.9,0,0.3
2025-04-03,3.0,1,20.1,0,1.2
2025-04-04,1.8,1,18.5,0,0.7
2025-04-05,0.5,1,18.1,0,0.2
2025-04-06,0.7,1,17.8,0,0.2
2025-04-07,4.5,1,17.4,0,1.8
2025-04-01,15.2,4,15.3,1,6.7
2025-04-02,14.5,4,15.0,1,6.5
2025-04-03,14.7,4,17.1,1,6.0
2025-04-04,15.0,4,20.0,1,7.0
2025-04-05,14.4,4,14.4,1,6.8
2025-04-06,14.8,4,18.2,1,6.1
2025-04-07,11.3,4,17.0,1,5.2
2025-04-01,13.0,4,11.7,1,5.7
2025-04-02,13.1,4,17.0,1,5.6
2025-04-03,12.6,4,18.1,1,5.7
2025-04-04,15.2,4,19.0,1,7.0
2025-04-05,16.3,4,18.1,1,7.8
2025-04-06,15.2,4,12.8,1,6.9
2025-04-07,12.8,4,15.3,1,5.4
2025-04-01,2.7,1,20.2,1,1.2
2025-04-02,4.7,1,13.4,1,2.2
2025-04-03,4.1,1,17.5,1,1.9
2025-04-04,1.6,1,17.3,1,0.7
2025-04-05,4.2,1,17.6,1,1.8
2025-04-06,4.7,1,15.4,1,2.3
2025-04-07,1.3,1,23.8,1,0.5
2025-04-01,15.9,4,19.5,1,6.9
2025-04-02,16.1,4,13.3,1,6.5
2025-04-03,19.4,4,21.2,1,8.4
2025-04-04,11.7,4,18.5,1,5.8
2025-04-05,15.4,4,20.7,1,6.9
2025-04-06,14.5,4,17.5,1,6.4
2025-04-07,14.1,4,13.2,1,6.2
2025-04-01,6.5,2,14.8,1,3.1
2025-04-02,5.3,2,14.4,1,2.2
2025-04-03,8.5,2,18.1,1,4.0
2025-04-04,7.8,2,15.4,1,3.2
2025-04-05,8.3,2,12.3,1,3.8
2025-04-06,7.8,2,18.6,1,3.4
2025-04-07,11.5,2,19.1,1,4.8
2025-04-01,14.9,4,16.8,1,6.9
2025-04-02,14.4,4,20.0,1,7.0
2025-04-03,12.7,4,17.1,1,6.0
2025-04-04,11.9,4,20.6,1,6.0
2025-04-05,13.7,4,19.6,1,6.4
2025-04-06,13.8,4,19.7,1,6.6
2025-04-07,14.8,4,15.6,1,6.4
2025-04-01,6.4,3,19.3,0,2.5
2025-04-02,8.0,3,14.8,0,3.1
2025-04-03,7.1,3,14.4,0,2.6
2025-04-04,6.3,3,18.0,0,2.5
2025-04-05,7.9,3,20.2,0,3.1
2025-04-06,6.1,3,18.7,0,2.1
2025-04-07,5.8,3,18.5,0,1.8
2025-04-01,20.0,6,15.9,1,8.1
2025-04-02,20.0,6,16.1,1,8.3
2025-04-03,20.0,6,13.5,1,9.2
2025-04-04,18.5,6,17.3,1,9.1
2025-04-05,20.0,6,21.2,1,9.9
2025-04-06,20.0,6,19.8,1,9.7
2025-04-07,20.0,6,19.6,1,8.5
2025-04-01,11.9,5,17.3,0,4.5
2025-04-02,12.6,5,15.4,0,4.3
2025-04-03,13.3,5,14.0,0,4.1
2025-04-04,12.7,5,15.4,0,3.8
2025-04-05,15.0,5,16.8,0,4.6
2025-04-06,12.6,5,17.1,0,4.2
2025-04-07,10.8,5,16.6,0,3.2
2025-04-01,5.9,2,17.5,0,1.8
2025-04-02,6.5,2,16.9,0,2.0
2025-04-03,3.5,2,15.2,0,1.2
2025-04-04,3.9,2,15.8,0,1.6
2025-04-05,6.6,2,14.2,0,2.1
2025-04-06,4.6,2,12.5,0,1.4
2025-04-07,3.9,2,17.7,0,1.3
2025-04-01,11.6,3,17.9,1,5.8
2025-04-02,12.2,3,16.0,1,5.8
2025-04-03,7.1,3,20.4,1,3.2
2025-04-04,12.6,3,14.9,1,6.0
2025-04-05,9.2,3,16.3,1,4.3
2025-04-06,11.2,3,17.8,1,4.9
2025-04-07,9.7,3,13.6,1,4.5
2025-04-01,14.7,6,19.1,0,4.9
2025-04-02,16.9,6,20.4,0,5.9
2025-04-03,17.5,6,15.7,0,5.4
2025-04-04,16.3,6,18.0,0,5.0
2025-04-05,15.8,6,15.4,0,5.1
2025-04-06,14.3,6,16.2,0,4.7
2025-04-07,13.8,6,21.2,0,5.1
2025-04-01,3.0,1,11.3,0,1.0
2025-04-02,4.2,1,22.6,0,1.5
2025-04-03,3.4,1,14.6,0,1.2
2025-04-04,0.5,1,20.0,0,0.2
2025-04-05,1.0,1,19.0,0,0.3
2025-04-06,1.5,1,20.1,0,0.6
2025-04-07,3.4,1,17.8,0,1.2
2025-04-01,5.7,2,19.8,0,2.0
2025-04-02,6.7,2,15.4,0,2.2
2025-04-03,4.6,2,17.1,0,1.6
2025-04-04,8.0,2,18.9,0,3.0
2025-04-05,0.6,2,19.6,0,0.2
2025-04-06,6.6,2,13.3,0,2.4
2025-04-07,2.7,2,21.7,0,0.9
2025-04-01,17.1,5,16.5,1,7.1
2025-04-02,16.6,5,18.4,1,8.1
2025-04-03,19.1,5,18.4,1,8.7
2025-04-04,17.3,5,14.8,1,7.3
2025-04-05,18.5,5,17.1,1,8.5
2025-04-06,18.3,5,14.3,1,8.7
2025-04-07,17.2,5,16.8,1,7.8
2025-04-01,20.0,6,21.9,1,9.9
2025-04-02,20.0,6,20.0,1,9.5
2025-04-03,20.0,6,10.2,1,8.8
2025-04-04,19.5,6,15.9,1,8.2
2025-04-05,20.0,6,16.6,1,9.0
2025-04-06,19.0,6,16.1,1,9.4
2025-04-07,19.8,6,16.0,1,8.9
2025-04-01,12.3,5,15.3,0,4.6
2025-04-02,12.2,5,13.3,0,4.6
2025-04-03,11.0,5,13.7,0,4.1
2025-04-04,10.8,5,19.3,0,4.0
2025-04-05,12.7,5,17.5,0,4.9
2025-04-06,11.4,5,22.7,0,3.5
2025-04-07,14.1,5,18.7,0,5.1
2025-04-01,0.5,1,16.3,0,0.2
2025-04-02,2.2,1,16.8,0,0.7
2025-04-03,2.6,1,22.3,0,0.9
2025-04-04,1.2,1,16.0,0,0.4
2025-04-05,4.1,1,17.7,0,1.4
2025-04-06,1.6,1,16.4,0,0.6
2025-04-07,1.7,1,17.8,0,0.5
2025-04-01,1.7,1,16.5,1,0.7
2025-04-02,4.1,1,15.1,1,1.8
2025-04-03,2.2,1,17.8,1,0.9
2025-04-04,5.7,1,21.8,1,2.8
2025-04-05,2.7,1,19.5,1,1.3
2025-04-06,4.9,1,20.3,1,2.2
2025-04-07,4.4,1,15.4,1,2.2
2025-04-01,9.3,2,21.1,1,4.0
2025-04-02,6.6,2,14.4,1,3.3
2025-04-03,5.2,2,18.0,1,2.1
2025-04-04,7.8,2,13.6,1,3.6
2025-04-05,8.9,2,22.3,1,4.1
2025-04-06,5.3,2,19.4,1,2.3
2025-04-07,10.5,2,15.5,1,4.6
2025-04-01,14.0,4,14.9,1,6.2
2025-04-02,15.7,4,21.1,1,7.6
2025-04-03,13.7,4,18.9,1,6.5
2025-04-04,16.0,4,11.9,1,6.5
2025-04-05,14.3,4,17.5,1,6.3
2025-04-06,13.7,4,16.0,1,6.8
2025-04-07,13.2,4,18.8,1,5.3
2025-04-01,6.6,1,20.7,1,3.2
2025-04-02,3.9,1,16.6,1,1.9
2025-04-03,3.4,1,16.9,1,1.6
2025-04-04,6.0,1,20.1,1,2.6
2025-04-05,2.0,1,20.8,1,0.9
2025-04-06,3.2,1,16.4,1,1.4
2025-04-07,4.2,1,17.1,1,1.9
2025-04-01,18.1,6,16.2,0,6.5
2025-04-02,14.8,6,17.8,0,4.5
2025-04-03,14.4,6,14.3,0,4.5
2025-04-04,15.5,6,19.3,0,5.9
2025-04-05,12.7,6,19.5,0,4.2
2025-04-06,13.5,6,18.7,0,4.2
2025-04-07,16.3,6,15.2,0,5.8
2025-04-01,11.6,4,18.7,1,4.9
2025-04-02,15.4,4,19.8,1,7.0
2025-04-03,10.1,4,14.5,1,4.4
2025-04-04,12.2,4,16.0,1,5.4
2025-04-05,15.7,4,14.7,1,6.9
2025-04-06,15.9,4,20.6,1,7.7
2025-04-07,17.4,4,15.1,1,8.1
2025-04-01,10.3,3,17.7,1,4.4
2025-04-02,10.8,3,12.9,1,4.5
2025-04-03,10.1,3,19.5,1,4.4
2025-04-04,12.7,3,19.8,1,5.1
2025-04-05,11.3,3,19.1,1,4.7
2025-04-06,9.7,3,16.0,1,4.7
2025-04-07,11.5,3,19.8,1,4.9
2025-04-01,15.4,5,14.3,0,5.1
2025-04-02,13.8,5,19.5,0,5.2
2025-04-03,14.0,5,13.3,0,5.1
2025-04-04,11.4,5,15.9,0,4.5
2025-04-05,13.0,5,21.9,0,4.5
2025-04-06,12.3,5,17.5,0,4.4
2025-04-07,12.3,5,17.2,0,3.8
2025-04-01,16.6,4,16.5,1,6.6
2025-04-02,14.6,4,18.5,1,6.5
2025-04-03,14.4,4,18.4,1,5.9
2025-04-04,15.3,4,15.5,1,7.2
2025-04-05,16.3,4,14.9,1,8.1
2025-04-06,14.3,4,15.9,1,5.9
2025-04-07,14.4,4,16.6,1,6.8
2025-04-01,12.1,5,16.9,0,4.0
2025-04-02,12.3,5,17.5,0,4.9
2025-04-03,12.6,5,18.1,0,4.0
2025-04-04,10.7,5,15.7,0,4.0
2025-04-05,15.0,5,21.7,0,5.7
2025-04-06,11.8,5,18.7,0,4.4
2025-04-07,11.1,5,18.6,0,4.4
2025-04-01,8.7,4,18.1,0,3.1
2025-04-02,8.9,4,16.2,0,3.1
2025-04-03,9.3,4,15.1,0,3.2
2025-04-04,8.8,4,17.9,0,2.8
2025-04-05,12.6,4,18.4,0,3.9
2025-04-06,7.8,4,16.6,0,2.7
2025-04-07,11.7,4,18.6,0,4.5
2025-04-01,11.3,3,12.8,1,4.5
2025-04-02,9.4,3,15.8,1,3.9
2025-04-03,12.8,3,23.0,1,5.2
2025-04-04,10.9,3,17.1,1,5.1
2025-04-05,12.0,3,22.4,1,5.5
2025-04-06,14.0,3,13.7,1,7.0
2025-04-07,9.5,3,18.8,1,4.4
2025-04-01,2.0,1,16.9,0,0.7
2025-04-02,3.7,1,20.4,0,1.4
2025-04-03,3.1,1,15.3,0,0.9
2025-04-04,0.5,1,19.2,0,0.2
2025-04-05,3.0,1,18.3,0,1.0
2025-04-06,3.2,1,20.0,0,1.3
2025-04-07,2.3,1,19.6,0,0.8
2025-04-01,5.6,3,15.0,0,1.7
2025-04-02,5.5,3,13.7,0,2.0
2025-04-03,4.9,3,15.7,0,1.5
2025-04-04,8.3,3,15.7,0,3.3
2025-04-05,8.1,3,21.7,0,3.1
2025-04-06,9.0,3,14.8,0,2.7
2025-04-07,6.9,3,20.0,0,2.5
2025-04-01,1.9,1,19.7,1,0.9
2025-04-02,7.4,1,22.3,1,3.1
2025-04-03,4.9,1,17.5,1,2.0
2025-04-04,4.1,1,17.2,1,2.0
2025-04-05,3.8,1,16.1,1,1.6
2025-04-06,4.7,1,13.2,1,2.3
2025-04-07,5.2,1,19.0,1,2.2
2025-04-01,4.1,1,16.2,1,1.7
2025-04-02,2.5,1,21.7,1,1.1
2025-04-03,3.4,1,16.3,1,1.4
2025-04-04,6.2,1,21.5,1,3.1
2025-04-05,2.6,1,14.2,1,1.2
2025-04-06,4.9,1,14.5,1,2.3
2025-04-07,2.0,1,16.1,1,0.9
2025-04-01,15.8,5,17.2,0,5.9
2025-04-02,11.8,5,16.8,0,4.1
2025-04-03,12.5,5,17.5,0,4.1
2025-04-04,12.8,5,19.6,0,4.2
2025-04-05,14.5,5,19.3,0,4.6
2025-04-06,12.6,5,17.2,0,4.4
2025-04-07,11.4,5,18.4,0,3.8
2025-04-01,17.1,6,17.4,0,5.3
2025-04-02,15.0,6,17.1,0,5.0
2025-04-03,13.3,6,19.5,0,4.3
2025-04-04,16.9,6,17.9,0,5.8
2025-04-05,12.9,6,18.9,0,4.1
2025-04-06,15.4,6,15.0,0,5.6
2025-04-07,15.6,6,17.7,0,4.9
2025-04-01,9.1,3,16.0,0,2.8
2025-04-02,8.2,3,20.0,0,2.9
2025-04-03,8.2,3,18.0,0,3.0
2025-04-04,5.9,3,14.1,0,1.9
2025-04-05,8.0,3,17.8,0,2.9
2025-04-06,5.5,3,14.7,0,1.8
2025-04-07,8.3,3,21.5,0,2.9
2025-04-01,13.4,4,17.4,1,5.4
2025-04-02,15.1,4,17.1,1,6.3
2025-04-03,14.4,4,18.0,1,6.1
2025-04-04,13.2,4,18.3,1,5.4
2025-04-05,15.0,4,22.5,1,6.2
2025-04-06,16.5,4,16.6,1,7.8
2025-04-07,11.9,4,16.5,1,5.3
2025-04-01,6.5,3,19.9,0,2.1
2025-04-02,7.8,3,18.8,0,3.0
2025-04-03,8.1,3,16.1,0,3.0
2025-04-04,7.1,3,15.5,0,2.6
2025-04-05,6.6,3,17.1,0,2.5
2025-04-06,10.5,3,18.0,0,4.1
2025-04-07,10.0,3,17.0,0,3.7
2025-04-01,17.0,5,19.1,1,7.1
2025-04-02,16.7,5,18.7,1,7.6
2025-04-03,19.3,5,15.5,1,8.9
2025-04-04,17.7,5,15.6,1,8.8
2025-04-05,18.4,5,20.3,1,7.6
2025-04-06,17.9,5,14.0,1,8.0
2025-04-07,15.9,5,17.9,1,7.0
2025-04-01,2.0,1,14.7,0,0.7
2025-04-02,1.5,1,17.2,0,0.5
2025-04-03,2.6,1,16.4,0,0.9
2025-04-04,3.4,1,19.3,0,1.3
2025-04-05,1.1,1,17.8,0,0.4
2025-04-06,3.2,1,20.1,0,1.1
2025-04-07,0.9,1,15.7,0,0.3
2025-04-01,15.0,5,19.9,0,4.7
2025-04-02,10.8,5,14.3,0,3.3
2025-04-03,13.3,5,17.0,0,4.1
2025-04-04,12.0,5,10.0,0,4.6
2025-04-05,13.5,5,19.0,0,5.3
2025-04-06,9.9,5,20.7,0,3.6
2025-04-07,12.2,5,13.5,0,4.8
2025-04-01,5.5,2,18.0,0,1.8
2025-04-02,4.8,2,17.5,0,1.7
2025-04-03,5.0,2,15.2,0,1.9
2025-04-04,5.3,2,13.7,0,2.1
2025-04-05,2.7,2,15.2,0,0.9
2025-04-06,3.2,2,21.7,0,1.1
2025-04-07,6.3,2,17.9,0,2.5
2025-04-01,5.2,2,17.7,0,1.7
2025-04-02,3.9,2,14.7,0,1.4
2025-04-03,5.2,2,12.2,0,2.0
2025-04-04,3.8,2,21.4,0,1.5
2025-04-05,3.8,2,18.8,0,1.2
2025-04-06,7.3,2,18.5,0,2.6
2025-04-07,6.1,2,11.5,0,1.9
2025-04-01,10.1,4,16.5,0,3.9
2025-04-02,8.1,4,19.4,0,2.9
2025-04-03,11.5,4,13.6,0,4.0
2025-04-04,12.1,4,15.9,0,4.0
2025-04-05,9.2,4,17.4,0,3.4
2025-04-06,9.4,4,19.3,0,2.9
2025-04-07,8.9,4,21.0,0,3.5
2025-04-01,11.4,5,21.0,0,4.2
2025-04-02,13.6,5,17.5,0,4.9
2025-04-03,11.4,5,16.2,0,4.1
2025-04-04,15.5,5,13.0,0,5.7
2025-04-05,10.9,5,19.5,0,3.5
2025-04-06,12.5,5,15.0,0,4.4
2025-04-07,14.5,5,17.3,0,4.8
2025-04-01,12.9,4,16.6,1,6.3
2025-04-02,13.4,4,14.5,1,6.5
2025-04-03,17.1,4,24.3,1,7.4
2025-04-04,11.4,4,18.0,1,4.8
2025-04-05,14.7,4,17.6,1,5.9
2025-04-06,12.5,4,15.3,1,5.0
